200,50,10,200,50,10
10,200,10,10,200,10
200,50,30,200,50,30
100,25,30,100,25,30
10,200,10,10,200,10
10,200,30,10,200,30
10,200,10,10,200,10
100,10,10,100,10,10
10,100,30,10,100,30
10,200,10,10,200,10
200,50,30,200,50,30
10,200,10,10,200,10
10,200,10,10,200,10
10,10,30,10,10,30
10,200,30,10,200,30
10,200,10,10,200,10
10,200,10,10,200,10
10,200,10,10,200,10
200,10,10,200,10,10
10,50,10,10,50,10
200,50,10,200,50,10
10,200,10,10,200,10
